,title,userName,rating,review,date,isEdited,developerResponse
1422,Сделали максимально неудобно,Alek.fomin,1,"Приложение стало максимально неудобное. По логике должно все улучшаться, но у вас наоборот - деградация.
1. Почему пропала возможность менять порядок расположения карт ? Меня бесит что вы кредитку поставили на самый верх - мол самая важная ! Вы че там вообще обкурились ? Лижбы кредиты свои пихать ?
2. Почему не стало видно с какой карты была произведена оплата !????
3. Почему не все входящие переводы отображаются ?  Мне человек перевёл деньги. Они на счет упали но узнал я это только по изменению баланса! При том что у меня подключено платное оповещение 😡😡😡. Вы за что деньги берёте за оповещение ???
4. Почему при оттягивании экрана вниз информация о зачислении не обновляется ? Нужно выйти с кабинета и войти заново, только тогда можно увидеть что вам перевели средства ! Ну что за отстой !
Больше всего бесит кредитка на верхнем месте ! У меня ещё две карты и выходит что третья нижняя вообще не отображается !!!!! Хотя она основная !!!! Увольте своих разработчиков !!!!!!",2021-09-17 08:40:55,False,"{'id': 25194433, 'body': 'Здравствуйте. Очень жаль, что у вас сложилось такое впечатление. Мы работаем над оптимизацией и улучшением приложения.\n1. В ближайших обновлениях мы добавим возможность управлять списком карт в главном меню.\n2. В истории отображается карта списания, если провалиться в нужную операцию. Также можно выставить в фильтре истории определённую карту.\n3. Пришлите, пожалуйста, на zabota@sberbank.ru ваши ФИО, дату рождения, номер телефона, дату/сумму операции и приложите подтверждающие проблему скрины/видео с пояснениями. В теме письма укажите «Alek.fomin AppStore». Мы всё проверим.\n4. Если в момент зачисления денег вы находитесь в приложении, то для обновления баланса потребуется перезапустить программу. Мы работаем над улучшением этой функции.', 'modified': '2021-09-20T01:05:36Z'}"
1423,Имбецилы,777любовь,1,Кто вообще создаёт автоответчик-робота который не может ответить ни на один вопрос. С оператором живым не соединяет!!!!! Отвратительный сервис!!!,2021-09-17 07:19:33,False,"{'id': 25191339, 'body': 'Здравствуйте! Голосовой помощник имеет множество навыков, перечь которых постоянно улучшается и расширяется. Задавать вопросы ему нужно кратко, в 2-3 словах. Если его помощи будет недостаточно, он позовёт оператора. Связаться с нами также можно через чат и социальные сети: ВКонтакте https://vk.com/sberbank Facebook https://www.facebook.com/sberbank Одноклассники https://ok.ru/sberbank Расскажите, пожалуйста, по какому вопросу вы обращались в КЦ', 'modified': '2021-09-19T15:46:26Z'}"
1424,Музыка останавливается.,Парвиз,1,"При прослушивании музыки если запустить ваше мегаубогое приложение мегаубогого банка, музыка встаёт на паузу.",2021-09-17 06:21:04,False,"{'id': 25191195, 'body': 'Здравствуйте! Мы исправили эту проблему в версии 12.6. Обновите приложение до актуальной версии. Если не поможет, переустановите Сбербанк Онлайн.', 'modified': '2021-09-19T15:33:08Z'}"
1425,Свинство!,ДМИТРИЙ ПЕВЦОВ,1,"БЕЗ КАКОГО-ЛИБО УВЕДОМЛЕНИЯ (предупреждения) с моих счетов были списаны денежные средства «в счет уплаты просроченной задолженности@, КОТОРОЙ НЕ ЬЫЛО!!!! СВИНСТВО И ХАМСТВО по отношению к клиенту. Впрочем, от г Грефа сложно ожидать чего-либо другого. Его отношение",2021-09-17 06:08:34,False,"{'id': 25191165, 'body': 'Здравствуйте! Отправьте, пожалуйста, на zabota@sberbank.ru ваши ФИО, дату рождения, последние 4 цифры карты, дату и сумму списания. В теме письма напишите ""Дмитрий Певцов appstore"". Проверим, всё ли корректно.', 'modified': '2021-09-19T15:27:52Z'}"
1426,Не обновляется,Egoregorich,1,"Перестало обновляться приложение на iphone 5s прошивка ios 12.5.4 , понимаю что вы идете в ногу со временем, например на «яндекс почту» мне все равно будет она обновляться или нет, Но Сбер вы куда? Люди еще пользуются старыми телефонами со старыми прошивками.Очень печально!",2021-09-15 14:39:57,False,"{'id': 25162488, 'body': 'Здравствуйте!\nНа iOS 12 доступна версия приложения - 12.3, к сожалению, пока оптимизация не планируется.', 'modified': '2021-09-17T10:57:27Z'}"
1427,Вклад дополнительный процент,вологжанка,4,"Обратилась в чате с вопросом, на который так и не дали мне ответ",2021-09-15 12:11:34,False,"{'id': 25161195, 'body': 'Здравствуйте!\nИнформацию по вкладу можно посмотреть здесь: https://www.sberbank.ru/ru/person/contributions/vklad_dop_proc\nХотим проверить качество консультации в чате. Напишите нам на почту zabota@sberbank.ru ваши ФИО, дату рождения, контактный номер телефона, дату и время обращения в чат. В теме письма укажите ""вологжанка appstore"".', 'modified': '2021-09-17T10:10:20Z'}"
1428,Дрянь.,FunnyBanny yo,1,"Тому, кто делал это обновление надо оторвать руки. Сначала пропал баланс карты с виджета, затем после переустановки приложения невозможно было войти в приложение, пришлось идти в отделение (И ЭТО В 21 ГОДУ ПО ТАКОЙ МЕЛОЧИ!!), думал , что на этом все проблемы кончились, но нет, теперь не включаются push-уведомления. Потрачено просто нереально много нервов из-за каких то дурацких мелочей. Скорость обслуживания на нуле. Поддержка по телефону- бесполезный и медленный шлак, мотающий нервы. Горите в аду за все это.",2021-09-15 10:01:28,False,
1429,Баги,arshik,3,"Если в процессе оплаты не хватает денег, и пополнить счет, все равно не получится оплатить до тех пор, пока не выгрузишь из памяти приложение. Будто перед оплатой проверяется счет на момент входа в приложение, а не фактический.
Также при вводе суммы в некоторых местах открывается буквенная клавиатура, а не цифровая. В чем смысл? Например, при пополнении кошелька telcell (Арменния) по номеру телефона.",2021-09-14 12:08:29,False,"{'id': 25156042, 'body': 'Пришлите, пожалуйста, на почту zabota@sberbank.ru ваши ФИО, дату рождения, скриншот из настроек телефона - ""Об этом устройстве"" и приложите видео, подтверждающее проблему. Тема письма: ""arshik appstore"". Всё проверим.', 'modified': '2021-09-17T06:34:07Z'}"
1430,Очень неудобно,Xvakin,1,Ужасный банк и соответствующее приложение. Не могу закрыть вклад.,2021-09-14 08:20:04,False,"{'id': 25123587, 'body': 'Здравствуйте!\nКакие сложности возникают при попытке закрыть вклад? Напишите подробнее, пожалуйста, чтобы мы смогли помочь.', 'modified': '2021-09-15T15:07:35Z'}"
1431,Сохранение чека,Акбар06,1,Верните сохранение чека в виде фото в галерею!!!,2021-09-14 08:19:06,False,"{'id': 25123546, 'body': 'Здравствуйте!\nМы полностью переходим на формат PDF, если нужно фото, то можете сделать скриншот на телефоне.', 'modified': '2021-09-15T15:06:10Z'}"
1432,Не дозвониться,Zofren,1,"Невозможно дозвониться. Голосовой помощник дает глупые советы. Очень долго приходиться уговаривать соединить с оператором. И второе, заказывал карту в пластике, приходит карте с не верно указанным именем.",2021-09-14 07:40:15,False,"{'id': 25154943, 'body': 'Здравствуйте!\nГолосовой помощник может ответить на многие вопросы, но если будет затрудняться, то переведет на оператора. Попробуйте кратко задать свой вопрос. По поводу карты, необходимо обратиться в офис банка для перевыпуска и корректировки данных на пластике.', 'modified': '2021-09-17T05:22:36Z'}"
1433,Последние обновление ужасное!,vankor82,1,"Стало не понятно сколько денег на счетах, не понятно у контактов привязана карта сбера или нет!",2021-09-14 07:14:47,False,"{'id': 25122534, 'body': 'Здравствуйте!\nУ вас не отображается баланс по счетам?\nНе совсем поняли о контактах🤔\nВозможно, у вас подключен режим ""Инкогнито"", поэтому информация по другим клиентам может не отображаться.', 'modified': '2021-09-15T14:20:43Z'}"
1434,приложение показало что у меня нет никаких счетов в сбере,Anatolt,1,хотя они есть и там было ощутимое количество денег,2021-09-14 04:32:30,False,"{'id': 25126896, 'body': 'Здравствуйте!\nПопробуйте сделать так: профиль - настройки - безопасность - восстановить отображение продуктов. Проверьте, возможно, что счета скрыты. Если нет, то напишите на почту zabota@sberbank.ru ваши ФИО, дату рождения, последние 4 цифры номера счетов (по возможности), которые не отображаются, скриншот раздела - ""Об этом устройстве"" и приложите фото/видео проблемы. Тема письма: ""Anatolt appstore"".\nUpd: От вас пришло письмо, что всё наладилось. Если так, то мы рады, что проблема исчезла. Если что, пишите нам 😉', 'modified': '2021-09-15T20:03:02Z'}"
1435,Сбер! Вы издеваетесь или прикалываетесь?,alien_alla,1,"Что с приложением у вас случилось? Почему я на айфоне 7+ не могу больше зайти в приложение? Не грузит! Пишет «Доброй ночи» и всё! Ни с мобильного интернета ни с Wi-fi не могу зайти! Ау! Мне деньги как бы нужны! Пешком в банк за ними топать прикажете?? Спасибо, разработчики!",2021-09-12 00:23:35,False,"{'id': 25091706, 'body': 'Здравствуйте! Переустановите приложение и попробуйте войти повторно, пожалуйста. Если снова не получится, отправьте на zabota@sberbank.ru ваши ФИО, дату рождения, дату/время попытки входа, скриншот проблемы и скрин, где указана модель телефона и версия прошивки. В теме напишите ""alien_alla Appstore"". Мы проверим, с чем это связано.', 'modified': '2021-09-14T10:30:15Z'}"
1436,Не профессионально,Yastrebus,1,"Цвет- очень мутный, блеклый- глаза режет. Виджеты - ""по открытие"" при нажатии -это уже прошлый век. Зачем столько вкладок человеку разом( вклады, валюта), что ещё расчёт ОСАГО то вкладку не добавили? -будущее за собираемыми интерфейсами самими клиентами как им удобно, а вы продолжаете диктовать убогий дизайн и цвета. Вы не можете нормальный стильный интерфейс в зеленом цвете сделать ? Сделайте вообще выбор по цветам: слабовидящие( жирный, крупный), бабский( красивенький с бабочками ), мужской( строгий черно- зелёный ).",2021-09-11 08:17:41,False,"{'id': 25048574, 'body': 'Здравствуйте!\nЖаль, что новый интерфейс вам не понравился😔\nЗамечания возьмем на заметку.', 'modified': '2021-09-12T12:57:35Z'}"
1437,Одно разочарование,07lollipops09,1,"Сбербанк всегда был впереди всех. Но к сожалению был. Сейчас придумали какой то бред. Мало того, что в приложение добавили разную ерунду, стикеры, реклама и тд, так ещё и комиссия при переводе со сбера на сбер. С 2011 года пользуюсь сбером и к сожалению, отказалась от него навсегда. Теперь Сбербанк во многом проигрывает другим банкам.",2021-09-11 03:26:24,False,"{'id': 25048447, 'body': 'Здравствуйте!\nМы постоянно работаем над оптимизацией приложения, жаль, что обновления вам не понравились 😔Мы убрали комиссию между регионами, теперь появился только лимит 50 000 рублей. Если переводите больше, то можно оформить подписку, чтобы не платить проценты. Подробнее: https://www.sberbank.ru/ru/person/remittance/beznal_cc_rus?tab=subscriptions\nНадеемся, что останетесь с нами😌', 'modified': '2021-09-12T12:39:48Z'}"
1438,Мошенники,85268996543,1,"Нас кидают мошенники, а ваша политика не позволяет возвращать нам наши средства !!!!!
Так вот, измените вашу политику в пользу тех, кто переводит средства, чтоб обратно могли вернуть свои деньги заработанные кровью и потом !!!!!",2021-09-10 12:16:55,False,
1439,Позорище,Fdhhdjldbjrj,1,"Приложение отвратительное, комиссии за всё! Но главный вопрос, что за ларёк со всякой ерундой у вас в банке? Позор конечно. Ещё и деньги списывают когда хотят. Не не не долой такие банки",2021-09-10 07:05:45,False,"{'id': 25099216, 'body': 'Если речь о списании за годовое обслуживание карты, то комиссия выставляется раз в год в том месяце, который следует за месяцем выпуска карты. Проверить операции можно в Истории или выписке.', 'modified': '2021-09-14T16:49:01Z'}"
1440,Не возможность работать и переводить,jdm_honda,5,"Не обновляется никак,требует версию на 13 iOS ,нажимаешь восстановить старую версию не хочет устанавливаться!",2021-09-06 18:21:12,False,"{'id': 24972889, 'body': 'Здравствуйте!\nСейчас могут возникать такие сложности, но мы уже работаем над этим, приносим извинения🙏\nВ качестве альтернативы можно использовать веб-версию: https://online.sberbank.ru', 'modified': '2021-09-08T05:53:35Z'}"
1441,Крохоборы,vv t i,1,Надоели поборы за переводы.,2021-09-09 22:00:47,False,"{'id': 25047160, 'body': 'Здравствуйте!\nУ нас есть подписки, при оформлении которых, не нужно платить комиссию. Подробнее: https://www.sberbank.ru/ru/person/remittance/beznal_cc_rus?tab=subscriptions', 'modified': '2021-09-12T09:31:42Z'}"
1442,Пользователь,banduga_777,4,Добавьте оператора! Бот не может разобраться детально с некоторыми проблемами при переводе денег. Пока 4,2021-09-09 13:28:10,False,"{'id': 25046992, 'body': 'Здравствуйте!\nВ чате есть специалисты, с ними можно связаться так: ""Диалоги"" - ""СберБанк"". Иногда специалисты чата помогают принимать звонки, если большая нагрузка на контактный центр, но делаем всё возможное, чтобы такого не было 🙏', 'modified': '2021-09-12T09:07:03Z'}"
1443,Не совместим с iOS 12.5...,Тулак,1,"Телефон самостоятельно выгрузил предыдущую версию приложения, а новую загрузить не смог, т.к. поддерживается iOS от 13 и выше😏 Отсутствует совместимость с более ранними версиями, и нет возможности скачать подходящую версию приложения. Спасибо разработчикам что подумали обо всех и извините что у меня старый телефон 😌",2021-09-09 12:05:41,False,"{'id': 25046919, 'body': 'Здравствуйте!\nМы уже решаем проблему с установкой приложения на iOS ниже 13. Извините🙏\nСейчас можно воспользоваться веб-версией: https://online.sberbank.ru', 'modified': '2021-09-12T09:02:42Z'}"
1444,....,alex547486,1,Как пользоваться мобильным приложением когда у тебя айфон 6 и не обновляет приложение и оно не запускается,2021-09-09 07:15:14,False,"{'id': 25046190, 'body': 'Здравствуйте!\nСейчас можете воспользоваться веб-версией: https://online.sberbank.ru\nМы уже занимаемся решением вопроса с установкой приложения на iOS ниже 13.', 'modified': '2021-09-12T08:15:13Z'}"
1445,Обновление ПО,OlgaMurashova111,1,"С сегодняшнего дня мне не доступно приложение, ведь мой телефон его больше не поддерживает. И разработчик телефона ещё не выпустил обновление для моего телефона. Как быть?! Раньше можно было сказать более старую версию",2021-09-09 06:46:30,False,"{'id': 25046004, 'body': 'Здравствуйте!\nМы знаем о сложностях, уже занимаемся решением. Сейчас можете воспользоваться веб-версией: https://online.sberbank.ru', 'modified': '2021-09-12T07:58:37Z'}"
1446,Банк лентяев,Актер отморозок,1,"Закончился срок обслуживания карты, пришло смс о замене карты, забрать не смог так как был в другой стране.
Сейчас прихожу в банк говорю нужна новая карта на что мне сказали звоните в поддержку и говорите чтоб они выслали новую.
Звоню в поддержку 38 раз за 3 дня и ни разу оператор не ответил. В отделении банка говорят мы ничем помочь не можем

Я более чем уверен что не хотят ничем помочь
Расстроен в сбере, перехожу в другой банк",2021-09-08 09:09:34,False,"{'id': 25023624, 'body': 'Здравствуйте! Сожалеем, что расстроили вас. Хотим помочь и во всем разобраться. Пришлите, пожалуйста, на zabota@sberbank.ru ваши ФИО, дату рождения, последние 4 цифры номера старой карты (если помните), адрес офиса (куда обращались), дату и время посещения. По возможности укажите дополнительные данные (ФИО сотрудника, номер талона и т.д.). В теме письма укажите ""36786663 AppStore"". Отметим, карта хранится в офисе 4 месяца, затем ее уничтожают. Если срок действительно прошел, вы можете попробовать перевыпустить карту в Сбербанк Онлайн.', 'modified': '2021-09-10T11:35:45Z'}"
1447,плохо очень !,Karapidi,1,"отвратительно. систему быстрых платежей в настройках надо искать где-то в неизведанном  месте, что она вообще есть, нигде не афишируется (ах да, на их сайте, на который никто не заходит). лишь бы комиссию брать почаще. по сравнению с приложениями других банков - жутко неудобно, учитесь у коллег!",2021-09-08 04:50:43,False,"{'id': 25022962, 'body': 'Здравствуйте! Согласие на подключение к СБП находится там же, где и другие похожие функции, в настройках. Что касается подписания самого согласия, мы выполняем требования закона о персональных данных, так как во время использования СБП данные будут передаваться в НСПК.', 'modified': '2021-09-10T10:58:58Z'}"
1448,Не устанавливается на 6 айфон,Пыхтачок,1,"Как мне установить приложение теперь на iOS ниже 13? Если у меня телефон айфон 6, то мне теперь нельзя Сбербанком пользоваться???",2021-09-07 12:10:01,False,"{'id': 25020760, 'body': 'Здравствуйте! Простите за неудобства. О сложности при установке знаем и работаем над решением ситуации.', 'modified': '2021-09-10T09:10:32Z'}"
1449,Почему 13 и выше?,Владислав Галкин566,1,"Ребята! Вы совсем что ли? Я все прекрасно понимаю что нужно усовершенствовать преложение и все такое, но у людей некоторых нет возможности купить айфон более новой модели у которой IOS 13 и выше, а преложение то нужно им, у вас и так за последние 2 года не очень отзывы, так вы ещё и отсеиваете людей у которых 12 IOS тем самым теряете теоретических клиентов",2021-09-07 11:00:34,False,"{'id': 25020711, 'body': 'Здравствуйте! Знаем о сложностях установки на устройствах с iOS ниже 13 версии. Работаем над решением. Извините за неудобства 🙏', 'modified': '2021-09-10T09:08:32Z'}"
1450,Нет поддержки 12 iOS,DimkeW,1,"Менеджеры сбера придумали схему с повышением уровня выдачи кредитов. Просто отключать поддержку предыдущих версий ОС на смартфонах, чтобы люди бежали покупать новые. Вот только люди могут побежать и к другим банкам вместо этого, благо система быстрых платежей работает",2021-09-07 10:04:26,False,"{'id': 25020489, 'body': 'Здравствуйте! Теории заговоров это всегда интересно, однако это не тот случай. Мы работаем над решением вопроса установки приложения. В качестве альтернативы можно использовать веб-версию: https://online.sberbank.ru. Извините за неудобства 🙁', 'modified': '2021-09-10T08:56:56Z'}"
1451,Ужасный офис в г. Мирный Республика Саха (Якутия),Клиент6848645736,1,"Сотрудники хамят и грубят. Сходила забирать новую карту (у старой карты срок истек). Казалось бы, что сложного сходить и забрать уже готовую карту, и даже тут успели нахамить. Пришла администратор «разруливать» конфликт, лучше бы не подходила даже, все еще больше усугубила своим отношением к клиенту. Надменный взгляд и ухмылка. На днях пойду закрывать карту, ничего общего с этим банком иметь больше не хочу.",2021-09-07 09:11:21,False,"{'id': 25020196, 'body': 'Здравствуйте! Хотим разобраться в ситуации. Пришлите, пожалуйста, на zabota@sberbank.ru ваши ФИО, дату рождения, полный адрес офиса, дату и примерное время его посещения, по возможности напишите ФИО сотрудников, с которыми общались. В теме письма просим указать ""Клиент6848645736 AppStore""', 'modified': '2021-09-10T08:47:15Z'}"
1452,Дно,Разочарованный юзер89,1,"Как пользоваться приложением которым невозможно воспользоваться? Я его на одном месте вертел! Почему я могу зайти в любые другие банковские приложения, в браузер, на ютуб и т.д а ваше говноприложение пишет, что у меня нет интернета? Днище!",2021-09-07 08:59:42,False,"{'id': 25020123, 'body': 'Здравствуйте! Советуем перезагрузить телефон и попробовать войти снова.', 'modified': '2021-09-10T08:44:09Z'}"
1453,Банк Лентяй,vash.papanya,1,"Замените свои банкоматы! Постоянно зависают. Да и в моем городе убрали все банкоматы. Осталось 2 штуки,и то на разных концах города!",2021-09-07 07:09:42,False,"{'id': 25019248, 'body': 'Здравствуйте! Напишите, пожалуйста, полные адреса банкоматов, которые зависают. Уточните, это происходит во время выполнения какой-то определенной операции?', 'modified': '2021-09-10T08:11:17Z'}"
1454,Исчез раздел с картами,Чигарьков,1,"После последнего обновления не отображаются карты, только счета и вклады!!!",2021-09-07 04:44:36,False,"{'id': 25018845, 'body': 'Здравствуйте! Попробуйте переустановить приложение. Если не поможет, пришлите на zabota@sberbank.ru ваши ФИО, дату рождения, контактный номер телефона, полный скриншот главного экрана и раздела ""Все карты"", если он отображается, также напишите дату и время последнего входа, когда была проблема. В теме письма укажите ""Чигарьков AppStore"". Проверим', 'modified': '2021-09-10T07:54:58Z'}"
1455,Иногда так зависают зачисления в приложении (((((…..,Светлана@84,1,Зависает перед средств,2021-09-06 19:44:35,False,"{'id': 24973175, 'body': 'Здравствуйте!\nНе совсем вас поняли, зависания при отображении баланса или при переводе средств? Напишите подробнее, пожалуйста.', 'modified': '2021-09-08T06:14:00Z'}"
1456,Непонятно!,evgenij590,1,Какого х.. требует ios 13.0 ????,2021-09-06 18:29:43,False,"{'id': 24973124, 'body': 'Здравствуйте!\nСейчас могут возникать трудности при установке приложения на iOS меньше чем 13, но мы уже ищем пути решения. Приносим извинения🙏\nСейчас можно воспользоваться веб-версией: https://online.sberbank.ru/CSAFront/index.do#/', 'modified': '2021-09-08T06:11:32Z'}"
1457,Не советую,em777il,1,"Тупые правила!
Почему несовершенно летний может делать вклады, а закрывать их не может. Только, если пойти в банк, написать бумагу, где должна стоять подпись родителей. 
Тупость(((((((",2021-09-06 18:23:43,False,"{'id': 24973093, 'body': 'Здравствуйте!\nЕсли открыли вклад в Сбербанк Онлайн, то до 30 000 рублей вы можете совершать операции через личный кабинет. В противном случае потребуется обратиться в отделение банка с соответствующими документами. Банк руководствуется гражданским кодексом РФ.', 'modified': '2021-09-08T06:09:29Z'}"
1458,Никакой обратной связи,Red-lebedev,1,"Как только ситуация выходит за рамки той, которую отшлифовали в приложении разработчики, готовьтесь страдать.
Штат операторов недостаточен, ждать ответа в чате или по телефону можно очень долго. Бот ничего не понимает, но все время вклинивается.
Если вам повезёт связаться с оператором, пишите очень быстро, у них инструкция прекращать общение, если пару минут не поступает ответа на вопрос. Тогда опять бот и очередь ожидания человека.",2021-09-06 17:46:53,False,"{'id': 24972873, 'body': 'Здравствуйте!\nЕсли большая нагрузка на контактный центр, то время ожидания специалиста может быть увеличено, такая же ситуация и с чатом. Но мы делаем всё возможное, чтобы такого не было🙏', 'modified': '2021-09-08T05:51:45Z'}"
1459,Невозможно скопировать номер карты,563369,1,"Собственно проблема в названии. Сейчас потребовалось скопировать номер карты. Потому что самой карты под рукой нет. Да и так удобнее. Оказалось это не возможно никак сделать. При этом CVC прекрасно да ещё и автоматически при открытии копируется. Но!!! CVC всего 3 цифры, их как бы и запомнить не сложно а вот 16 цифр уже мало кто может сразу на изучить запомнить. Мне кажется логичней сделать или наоборот, чтоб номер карты копировался а CVC нет. Или сделать возможность для копирования и того и другого.

Ставлю одну звезду для того чтоб меня увидели и услышали. Как будет ответ от разработчиков или фикс этой проблемы. Изменю количество звёзд.",2021-09-06 17:19:03,False,"{'id': 24972932, 'body': 'Здравствуйте!\nДля копирования номера карты нужно нажать на значок глазика напротив номера. Если так и делаете, но не получается, то пришлите на почту zabota@sberbank.ru ваши ФИО, дату рождения, скриншот раздела ""Об этом устройстве"" и приложите видео, подтверждающее проблему. В теме письма укажите ""563369 appstore"". Всё проверим.', 'modified': '2021-09-08T05:57:45Z'}"
1460,Функции,lexxluterr,4,"Всё  хорошо, но можно ли вернуть функцию отображение карт и счетов?
За это минус звезда, вернёте поставлю все",2021-09-06 14:04:11,False,"{'id': 24969712, 'body': 'Здравствуйте! Ваши карты не убирали, только немного изменили раздел. Сейчас в ""Кошельке"" отображаются две карты, которыми вы пользуетесь чаще всего. Дял отображения остальных карты нужно нажать на ""Все карты"". Вклады все также находять в разделе ""Вклады и счета"". Если у вас не так, то попробуйте переустановить приложение и проверить его работу еще раз.', 'modified': '2021-09-08T01:20:57Z'}"
1461,Виртуальная карта,кирилл крутяк,1,"Как ее оформить за 2 минуты я так и не понял. Заходишь на сайт, просит скачать приложение, скачал. Для входа приложение нужна карта, выбираю другие карты, виртуальная карта, оформить, снова открывает главную страницу приложения. Звонишь в банк, а там голосой помощник, который после попытки дозвона сбрасывает звонок и говорит дозвониться не вышло, звони потом. И вот нужен Накой сервис?
Я хочу стать клиентом, но вам они походу не нужны.",2021-09-06 17:15:13,False,"{'id': 24972787, 'body': 'Здравствуйте!\nЕсли у вас ещё нет карты, то воспользоваться приложением Сбербанк Онлайн не получится, как и заказать виртуальную карту. Необходимо сначала получить пластик. Выбрать карту можно на сайте: https://www.sberbank.ru/ru/person/bank_cards/debit\nПо поводу звонка в контактный центр хотим проверить. Пришлите, пожалуйста, нам на почту zabota@sberbank.ru видео попытки звонка, дату и время по МСК. В теме письма укажите ""кирилл крутяк appstore"".', 'modified': '2021-09-08T05:42:31Z'}"
1462,Не нравится интерфейс на ipad,Почтабанкер,3,"Работает неплохо, однако на айпаде приложение открывается как на большом айфоне. Возможно, я что-то не так делаю, если разработчик расскажет, как исправить - дополню отзыв и поставлю оценку выше",2021-09-06 12:10:36,False,"{'id': 24969041, 'body': 'Здравствуйте! К сожалению, приложение на iPad более недоступно. Вы можете установить программу на iPhone или использовать веб-версию: https://online.sberbank.ru', 'modified': '2021-09-08T00:21:38Z'}"
1463,Жалоба,1234321fish,1,"Пытаюсь загрузить предыдущую версию , но никак не даёт приложение.",2021-09-06 13:17:42,False,"{'id': 24969467, 'body': 'Здравствуйте! В официальном магазине приложений можно установить только актуальную версию на ваше устройство. Предыдущие версии нет возможности установить.', 'modified': '2021-09-08T01:03:13Z'}"
1464,Обновление полное г….,Sparcom10,1,"Вы что сделали с приложением захожу и нет ни одной моей карты и ни одного моего счёта, где это все находится, почему не на главном экране???",2021-09-06 12:58:20,False,"{'id': 24969342, 'body': 'Здравствуйте! Ваши карты и вклады должны отображаться на главном экране. Попробуйте переустановить приложение и проверить его работу еще раз. Если ситуация не измениться, то напишите, пожалуйста, нам на zabota@sberbank.ru ваши ФИО, ДР, номер телефона, скриншоты экрана, подтверждающие проблему и из настроек телефона - раздел ""Об этом устройстве"". В теме письма укажите ""Sparcom10 appstore"".', 'modified': '2021-09-08T00:55:32Z'}"
1465,Контора по высасыванию денег,avik24,1,"Везде обманывают, сервиса нет, банкоматов нет",2021-09-06 12:24:53,False,"{'id': 24969293, 'body': 'Здравствуйте! Мы никогда не обманываем наших клиентов. Ведь мы вами очень дорожим. Расскажите, пожалуйста, о вашей ситуации подробнее. Поможем разобраться.\nБлижайший банкомат можно найти в приложении СберБанк Онлайн, раздел ""Офисы и банкоматы"".', 'modified': '2021-09-08T00:49:39Z'}"
1466,Прекращение поддержки айфонов 6,Vesetz,2,"Конечно это хорошо, что приложение развивается, но прекращение поддержки устройств, которые не смогли обновить iOS очень больно ударил. Теперь устройство напоминает бабушкин телефон, с которого можно только звонить, даже зарплату не проверить.",2021-09-05 07:46:33,False,"{'id': 24964842, 'body': 'Здравствуйте! Для установки актуальной версии приложения 12.6 необходима версия iOS 13.0 и выше. Если ваш телефон не поддерживает обновление, то для вас будет доступа версия приложения 12.3.', 'modified': '2021-09-07T16:43:52Z'}"
1467,удар по безопасности,ev.vz,1,пока не ввёл пинкод от приложения можно зайти на вкладку «уведомления» и прочесть всю финансовую историю из пушей. и оттуда можно например какое-нибудь уведомление удалить,2021-09-06 10:10:39,False,"{'id': 24968851, 'body': 'Здравствуйте! Мы постоянно заботимся о безопасности наших клиентов. Вы можете скрыть баланс в уведомления до входа в приложение. Для этого перейдите в раздел ""Настройки - Безопасность - Скрыть ленту уведомлений до входа"".', 'modified': '2021-09-07T23:51:16Z'}"
