,User,Название,Жанр,Рейтинг
853,User34,Movie69,мелодрама,4
854,User34,Movie3,драма,2
855,User34,Movie1,боевик,3
856,User34,Movie51,боевик,2
857,User34,Movie15,драма,4
858,User34,Movie2,комедия,1
859,User34,Movie22,боевик,2
860,User34,Movie84,боевик,4
861,User34,Movie62,боевик,1
862,User34,Movie59,комедия,5
863,User34,Movie52,фантастика,2
864,User34,Movie85,боевик,5
865,User34,Movie78,фантастика,1
866,User34,Movie63,драма,1
867,User34,Movie39,боевик,4
868,User34,Movie80,мелодрама,4
869,User34,Movie79,мелодрама,5
870,User34,Movie47,драма,3
871,User34,Movie93,боевик,4
872,User34,Movie82,мелодрама,4
873,User34,Movie12,мелодрама,5
874,User34,Movie17,комедия,4
875,User34,Movie18,мелодрама,1
876,User34,Movie91,боевик,1
877,User34,Movie25,фантастика,5
878,User35,Movie9,фантастика,4
879,User35,Movie35,комедия,4
880,User35,Movie83,комедия,5
881,User35,Movie54,драма,3
882,User35,Movie61,комедия,4
883,User35,Movie15,комедия,2
884,User35,Movie64,мелодрама,2
885,User35,Movie80,драма,4
886,User35,Movie98,боевик,4
887,User35,Movie45,комедия,3
888,User35,Movie58,мелодрама,2
889,User35,Movie56,драма,1
890,User35,Movie3,фантастика,3
891,User35,Movie21,комедия,3
892,User35,Movie37,мелодрама,2
893,User35,Movie25,драма,1
894,User35,Movie96,боевик,3
895,User35,Movie91,мелодрама,1
896,User35,Movie57,драма,2
897,User35,Movie30,комедия,5
898,User35,Movie65,фантастика,4
899,User35,Movie29,фантастика,3
900,User35,Movie76,мелодрама,1
901,User35,Movie44,комедия,3
902,User35,Movie60,мелодрама,5
903,User35,Movie17,драма,1
904,User35,Movie38,боевик,4
905,User35,Movie50,драма,1
906,User36,Movie79,мелодрама,3
907,User36,Movie14,драма,2
908,User36,Movie72,фантастика,3
909,User36,Movie6,фантастика,4
910,User36,Movie65,комедия,2
911,User36,Movie99,боевик,5
912,User36,Movie22,комедия,2
913,User36,Movie81,боевик,4
914,User36,Movie16,боевик,4
915,User36,Movie27,фантастика,5
916,User36,Movie47,боевик,1
917,User36,Movie21,драма,2
918,User36,Movie38,драма,5
919,User36,Movie57,фантастика,1
920,User36,Movie96,боевик,3
921,User36,Movie64,боевик,2
922,User36,Movie13,боевик,1
923,User36,Movie20,комедия,1
924,User36,Movie90,драма,5
925,User36,Movie43,фантастика,5
926,User36,Movie18,боевик,4
927,User36,Movie92,фантастика,5
928,User36,Movie26,фантастика,3
929,User36,Movie87,фантастика,1
930,User36,Movie54,мелодрама,5
931,User36,Movie1,боевик,2
932,User36,Movie32,комедия,4
933,User36,Movie61,мелодрама,5
934,User36,Movie44,боевик,5
935,User37,Movie84,комедия,3
936,User37,Movie52,боевик,3
937,User37,Movie26,драма,5
938,User37,Movie39,фантастика,1
939,User37,Movie11,мелодрама,3
940,User37,Movie5,драма,3
941,User37,Movie69,драма,1
942,User37,Movie43,фантастика,4
943,User37,Movie50,драма,5
944,User37,Movie17,фантастика,4
945,User37,Movie67,мелодрама,2
946,User37,Movie70,мелодрама,5
947,User37,Movie37,комедия,5
948,User37,Movie28,фантастика,3
949,User37,Movie12,мелодрама,3
950,User37,Movie66,боевик,2
951,User37,Movie71,комедия,5
952,User37,Movie40,фантастика,1
953,User37,Movie90,мелодрама,5
954,User37,Movie44,фантастика,2
955,User37,Movie21,драма,4
956,User37,Movie3,боевик,2
957,User37,Movie4,драма,4
958,User37,Movie89,драма,1
959,User37,Movie76,комедия,4
960,User38,Movie28,драма,5
961,User38,Movie58,боевик,2
962,User38,Movie10,драма,4
963,User38,Movie48,мелодрама,2
964,User38,Movie87,драма,3
965,User38,Movie68,боевик,5
966,User38,Movie52,драма,1
967,User38,Movie76,мелодрама,3
968,User38,Movie72,драма,3
969,User38,Movie67,комедия,5
970,User38,Movie51,фантастика,1
971,User38,Movie34,фантастика,3
972,User38,Movie75,фантастика,3
973,User38,Movie64,драма,4
974,User38,Movie82,комедия,2
975,User38,Movie55,боевик,5
976,User38,Movie57,фантастика,1
977,User38,Movie63,комедия,3
978,User38,Movie54,боевик,2
979,User38,Movie21,драма,1
980,User38,Movie19,фантастика,5
981,User38,Movie65,драма,1
982,User38,Movie17,боевик,4
983,User38,Movie83,фантастика,5
984,User38,Movie59,боевик,5
985,User38,Movie78,боевик,3
986,User38,Movie66,мелодрама,4
987,User39,Movie98,драма,3
988,User39,Movie18,драма,2
989,User39,Movie65,фантастика,5
990,User39,Movie82,драма,5
991,User39,Movie59,драма,5
992,User39,Movie58,мелодрама,2
993,User39,Movie86,мелодрама,5
994,User39,Movie95,мелодрама,1
995,User39,Movie20,комедия,5
996,User39,Movie42,мелодрама,4
997,User39,Movie12,драма,1
998,User39,Movie80,комедия,5
999,User39,Movie94,фантастика,1
1000,User39,Movie89,комедия,2
1001,User39,Movie53,боевик,5
1002,User39,Movie50,мелодрама,1
1003,User39,Movie30,фантастика,5
1004,User39,Movie51,мелодрама,4
1005,User39,Movie44,боевик,1
1006,User39,Movie70,фантастика,1
1007,User39,Movie6,комедия,4
1008,User39,Movie57,драма,4
1009,User40,Movie41,фантастика,4
1010,User40,Movie49,боевик,3
1011,User40,Movie33,драма,1
1012,User40,Movie12,комедия,2
1013,User40,Movie15,мелодрама,5
1014,User40,Movie13,боевик,2
1015,User40,Movie70,мелодрама,5
1016,User40,Movie22,драма,4
1017,User40,Movie37,драма,3
1018,User40,Movie19,боевик,3
1019,User40,Movie24,боевик,5
1020,User40,Movie98,боевик,1
1021,User40,Movie97,боевик,1
1022,User40,Movie20,драма,2
1023,User40,Movie40,мелодрама,3
1024,User40,Movie53,драма,5
1025,User40,Movie93,мелодрама,2
1026,User40,Movie8,фантастика,2
1027,User40,Movie79,боевик,5
1028,User40,Movie42,драма,4
1029,User40,Movie90,комедия,5
1030,User40,Movie4,фантастика,2
1031,User40,Movie83,комедия,5
1032,User40,Movie39,мелодрама,2
1033,User40,Movie50,мелодрама,4
1034,User40,Movie95,драма,4
1035,User40,Movie100,боевик,1
1036,User40,Movie91,фантастика,5
1037,User41,Movie22,фантастика,3
1038,User41,Movie1,боевик,3
1039,User41,Movie8,комедия,3
1040,User41,Movie62,фантастика,3
1041,User41,Movie35,боевик,2
1042,User41,Movie77,фантастика,5
1043,User41,Movie33,комедия,1
1044,User41,Movie88,мелодрама,1
1045,User41,Movie49,драма,4
1046,User41,Movie45,комедия,1
1047,User41,Movie81,мелодрама,4
1048,User41,Movie28,боевик,4
1049,User41,Movie75,драма,5
1050,User41,Movie66,мелодрама,1
1051,User41,Movie37,боевик,1
1052,User41,Movie6,фантастика,1
1053,User41,Movie21,мелодрама,4
1054,User41,Movie69,боевик,3
1055,User41,Movie73,драма,2
1056,User41,Movie9,боевик,1
1057,User41,Movie39,комедия,3
1058,User41,Movie12,драма,4
1059,User41,Movie51,драма,2
1060,User41,Movie16,фантастика,3
1061,User41,Movie18,драма,2
1062,User41,Movie72,фантастика,5
1063,User41,Movie36,комедия,2
1064,User41,Movie56,фантастика,4
1065,User41,Movie27,фантастика,1
1066,User41,Movie65,мелодрама,4
1067,User42,Movie1,комедия,5
1068,User42,Movie26,фантастика,5
1069,User42,Movie82,драма,2
1070,User42,Movie51,мелодрама,5
1071,User42,Movie15,мелодрама,3
1072,User42,Movie36,драма,4
1073,User42,Movie73,драма,4
1074,User42,Movie65,боевик,3
1075,User42,Movie64,фантастика,4
1076,User42,Movie22,мелодрама,1
1077,User42,Movie71,боевик,4
1078,User42,Movie25,мелодрама,3
1079,User42,Movie85,комедия,1
1080,User42,Movie94,фантастика,1
1081,User42,Movie78,мелодрама,4
1082,User42,Movie87,фантастика,4
1083,User42,Movie23,боевик,1
1084,User42,Movie9,фантастика,2
1085,User42,Movie76,мелодрама,1
1086,User42,Movie17,комедия,1
1087,User42,Movie83,драма,4
1088,User42,Movie81,комедия,2
1089,User42,Movie34,фантастика,2
1090,User43,Movie9,боевик,1
1091,User43,Movie81,драма,5
1092,User43,Movie99,драма,1
1093,User43,Movie13,боевик,1
1094,User43,Movie4,драма,3
1095,User43,Movie62,драма,2
1096,User43,Movie56,драма,4
1097,User43,Movie96,мелодрама,3
1098,User43,Movie76,драма,4
1099,User43,Movie98,драма,1
1100,User43,Movie43,драма,5
1101,User43,Movie33,боевик,3
1102,User43,Movie32,драма,4
1103,User43,Movie14,боевик,5
1104,User43,Movie61,мелодрама,2
1105,User43,Movie31,драма,5
1106,User43,Movie44,боевик,4
1107,User43,Movie7,боевик,4
1108,User43,Movie90,мелодрама,5
1109,User43,Movie67,фантастика,1
1110,User43,Movie85,боевик,1
1111,User43,Movie10,фантастика,5
1112,User43,Movie77,комедия,5
1113,User43,Movie57,драма,1
1114,User44,Movie77,комедия,1
1115,User44,Movie92,мелодрама,3
1116,User44,Movie9,мелодрама,4
1117,User44,Movie76,фантастика,3
1118,User44,Movie25,мелодрама,5
1119,User44,Movie74,комедия,2
1120,User44,Movie17,фантастика,4
1121,User44,Movie82,фантастика,5
1122,User44,Movie66,фантастика,3
1123,User44,Movie33,мелодрама,1
1124,User44,Movie46,комедия,5
1125,User44,Movie54,комедия,1
1126,User44,Movie62,мелодрама,5
1127,User44,Movie93,боевик,1
1128,User44,Movie80,комедия,3
1129,User44,Movie57,комедия,2
1130,User44,Movie24,фантастика,1
1131,User44,Movie32,боевик,2
1132,User44,Movie18,мелодрама,4
1133,User44,Movie6,мелодрама,3
1134,User45,Movie43,драма,3
1135,User45,Movie79,драма,5
1136,User45,Movie39,фантастика,2
1137,User45,Movie54,комедия,4
1138,User45,Movie100,фантастика,5
1139,User45,Movie21,драма,1
1140,User45,Movie14,комедия,2
1141,User45,Movie59,комедия,3
1142,User45,Movie6,фантастика,2
1143,User45,Movie64,фантастика,2
1144,User45,Movie29,комедия,5
1145,User45,Movie1,комедия,2
1146,User45,Movie82,комедия,1
1147,User45,Movie90,драма,3
1148,User45,Movie30,комедия,1
1149,User45,Movie60,драма,4
1150,User45,Movie80,комедия,3
1151,User45,Movie28,боевик,3
1152,User45,Movie31,фантастика,2
1153,User45,Movie62,комедия,3
1154,User45,Movie96,мелодрама,5
1155,User45,Movie49,драма,4
1156,User45,Movie27,комедия,1
1157,User45,Movie52,комедия,2
1158,User45,Movie24,мелодрама,2
1159,User45,Movie89,фантастика,4
1160,User45,Movie47,мелодрама,3
1161,User45,Movie2,комедия,4
1162,User45,Movie10,мелодрама,1
1163,User46,Movie25,боевик,5
1164,User46,Movie69,боевик,4
1165,User46,Movie38,мелодрама,3
1166,User46,Movie20,мелодрама,4
1167,User46,Movie42,комедия,1
1168,User46,Movie32,комедия,2
1169,User46,Movie7,комедия,4
1170,User46,Movie81,комедия,4
1171,User46,Movie36,боевик,3
1172,User46,Movie17,мелодрама,4
1173,User46,Movie66,фантастика,2
1174,User46,Movie75,мелодрама,3
1175,User46,Movie63,комедия,1
1176,User46,Movie27,фантастика,1
1177,User46,Movie11,мелодрама,4
1178,User46,Movie61,комедия,3
1179,User46,Movie79,драма,5
1180,User46,Movie9,мелодрама,4
1181,User46,Movie22,фантастика,5
1182,User46,Movie90,боевик,4
1183,User46,Movie50,боевик,4
1184,User46,Movie93,фантастика,4
1185,User46,Movie48,фантастика,4
1186,User46,Movie64,боевик,3
1187,User46,Movie67,комедия,1
1188,User46,Movie60,комедия,4
1189,User46,Movie23,драма,3
1190,User46,Movie96,драма,3
1191,User46,Movie78,мелодрама,3
1192,User47,Movie70,мелодрама,4
1193,User47,Movie83,боевик,1
1194,User47,Movie11,комедия,5
1195,User47,Movie36,комедия,4
1196,User47,Movie30,комедия,2
1197,User47,Movie13,комедия,4
1198,User47,Movie16,мелодрама,5
1199,User47,Movie10,боевик,5
1200,User47,Movie47,фантастика,4
1201,User47,Movie5,фантастика,1
1202,User47,Movie100,боевик,2
1203,User47,Movie26,комедия,4
1204,User47,Movie43,боевик,4
1205,User47,Movie89,драма,5
1206,User47,Movie88,комедия,3
1207,User47,Movie33,комедия,5
1208,User47,Movie39,драма,3
1209,User47,Movie97,фантастика,4
1210,User47,Movie25,комедия,3
1211,User47,Movie78,боевик,4
1212,User47,Movie18,мелодрама,4
1213,User47,Movie90,фантастика,3
1214,User47,Movie34,драма,5
1215,User47,Movie2,драма,5
1216,User47,Movie84,комедия,2
1217,User47,Movie37,мелодрама,3
1218,User47,Movie45,мелодрама,5
1219,User47,Movie52,боевик,5
1220,User48,Movie27,комедия,3
1221,User48,Movie51,фантастика,2
1222,User48,Movie9,драма,5
1223,User48,Movie69,драма,4
1224,User48,Movie50,мелодрама,3
1225,User48,Movie25,комедия,1
1226,User48,Movie61,боевик,3
1227,User48,Movie14,комедия,4
1228,User48,Movie43,комедия,1
1229,User48,Movie73,боевик,5
1230,User48,Movie58,драма,4
1231,User48,Movie82,комедия,4
1232,User48,Movie39,комедия,2
1233,User48,Movie12,боевик,3
1234,User48,Movie22,комедия,4
1235,User48,Movie93,мелодрама,5
1236,User48,Movie71,мелодрама,3
1237,User48,Movie23,мелодрама,2
1238,User48,Movie5,фантастика,4
1239,User48,Movie78,драма,2
1240,User48,Movie63,боевик,2
1241,User48,Movie4,боевик,1
1242,User48,Movie24,комедия,5
1243,User48,Movie26,фантастика,5
1244,User48,Movie98,боевик,5
1245,User48,Movie96,боевик,4
1246,User49,Movie6,драма,3
1247,User49,Movie95,боевик,2
1248,User49,Movie12,мелодрама,4
1249,User49,Movie37,фантастика,1
1250,User49,Movie83,драма,1
1251,User49,Movie59,фантастика,5
1252,User49,Movie45,боевик,4
1253,User49,Movie90,фантастика,2
1254,User49,Movie92,мелодрама,2
1255,User49,Movie39,боевик,1
1256,User49,Movie51,драма,1
1257,User49,Movie79,боевик,4
1258,User49,Movie23,боевик,3
1259,User49,Movie54,боевик,2
1260,User49,Movie32,драма,1
1261,User49,Movie88,драма,3
1262,User49,Movie80,фантастика,2
1263,User49,Movie56,боевик,4
1264,User49,Movie99,драма,4
1265,User49,Movie50,мелодрама,1
1266,User49,Movie24,боевик,2
1267,User49,Movie73,боевик,2
1268,User49,Movie13,комедия,3
1269,User49,Movie93,драма,2
1270,User49,Movie100,драма,5
1271,User49,Movie31,фантастика,2
1272,User49,Movie21,мелодрама,1
1273,User49,Movie36,комедия,4
1274,User49,Movie69,драма,1
1275,User50,Movie35,драма,1
1276,User50,Movie20,драма,4
1277,User50,Movie57,фантастика,1
1278,User50,Movie46,драма,2
1279,User50,Movie23,драма,2
1280,User50,Movie28,комедия,2
1281,User50,Movie92,боевик,1
1282,User50,Movie5,драма,5
1283,User50,Movie87,фантастика,3
1284,User50,Movie69,комедия,5
1285,User50,Movie95,комедия,5
1286,User50,Movie98,боевик,5
1287,User50,Movie7,драма,4
1288,User50,Movie82,комедия,2
1289,User50,Movie67,фантастика,1
1290,User50,Movie83,комедия,3
1291,User50,Movie14,боевик,1
1292,User50,Movie50,драма,3
1293,User50,Movie40,комедия,4
1294,User50,Movie89,комедия,4
1295,User50,Movie88,фантастика,1
1296,User50,Movie77,фантастика,5
1297,User50,Movie1,драма,1
1298,User50,Movie80,боевик,2
1299,User50,Movie49,мелодрама,3
1300,User50,Movie26,драма,4
1301,User50,Movie32,мелодрама,5
1302,User50,Movie48,фантастика,2
1303,User50,Movie31,мелодрама,1
1304,User50,Movie75,боевик,3
