team_home,team_away,home_goals_avg,away_goals_avg,home_wins_pct,away_wins_pct,outcome
Team9,Team28,2.89,1.74,0.61,0.59,2
Team3,Team21,0.73,0.58,0.33,0.57,1
Team26,Team14,2.06,2.98,0.53,0.64,0
Team18,Team4,2.62,2.76,0.83,0.88,1
Team23,Team10,2.6,2.38,0.44,0.87,1
Team22,Team35,2.2,1.06,0.56,0.73,2
Team21,Team36,1.32,2.6,0.39,0.56,0
Team7,Team27,2.73,1.55,0.77,0.59,2
Team15,Team46,1.98,0.97,0.5,0.81,2
Team28,Team47,0.68,0.67,0.86,0.6,1
Team3,Team48,2.53,2.59,0.5,0.72,1
Team24,Team25,2.14,0.88,0.83,0.62,2
Team23,Team46,0.59,0.82,0.76,0.3,1
Team6,Team38,2.31,1.0,0.42,0.31,2
Team20,Team3,2.71,0.63,0.41,0.49,2
Team36,Team48,1.54,2.4,0.67,0.84,0
Team37,Team25,1.13,1.18,0.38,0.5,1
Team47,Team36,2.96,2.39,0.54,0.65,2
Team49,Team16,0.7,1.86,0.73,0.4,0
Team9,Team18,2.88,0.61,0.46,0.66,2
Team47,Team25,0.82,1.9,0.77,0.73,0
Team36,Team17,2.83,2.57,0.72,0.73,1
Team6,Team1,0.81,0.81,0.81,0.51,2
Team34,Team42,0.99,1.36,0.5,0.89,0
Team3,Team18,2.25,2.32,0.64,0.87,1
Team1,Team18,1.45,0.91,0.77,0.74,2
Team18,Team50,0.56,2.6,0.31,0.72,0
Team14,Team35,1.59,1.09,0.72,0.79,2
Team33,Team50,1.85,1.57,0.49,0.59,1
Team40,Team13,2.9,2.29,0.87,0.44,2
Team43,Team10,2.52,2.19,0.68,0.49,2
Team22,Team38,0.68,1.28,0.86,0.81,0
Team19,Team18,1.12,0.91,0.41,0.31,2
Team11,Team5,1.38,2.05,0.5,0.74,0
Team14,Team5,0.67,2.46,0.47,0.56,0
Team19,Team23,1.33,0.64,0.52,0.87,2
Team13,Team21,2.18,2.08,0.42,0.55,1
Team29,Team20,1.19,1.19,0.56,0.89,0
Team26,Team30,2.94,0.76,0.63,0.89,2
Team41,Team5,0.97,1.96,0.42,0.61,0
Team7,Team3,1.01,1.71,0.46,0.47,0
Team10,Team39,2.92,2.01,0.35,0.35,2
Team38,Team20,1.24,0.73,0.66,0.67,2
Team47,Team2,1.17,0.54,0.88,0.45,2
Team10,Team9,2.27,2.03,0.49,0.46,1
Team2,Team30,0.94,0.79,0.57,0.67,1
Team22,Team49,0.52,2.43,0.68,0.52,0
Team45,Team28,2.07,1.46,0.86,0.63,2
Team19,Team1,1.05,2.31,0.67,0.74,0
Team6,Team49,2.16,1.75,0.75,0.5,2
Team21,Team26,1.59,1.15,0.56,0.73,1
Team26,Team19,1.97,2.03,0.68,0.45,1
Team20,Team46,0.73,1.0,0.83,0.74,1
Team47,Team33,1.04,1.18,0.45,0.34,1
Team50,Team3,1.04,1.99,0.66,0.52,0
Team10,Team19,2.51,2.56,0.86,0.63,1
Team46,Team3,2.04,2.36,0.74,0.61,1
Team46,Team42,1.57,1.02,0.78,0.5,2
Team28,Team34,2.74,2.17,0.77,0.57,2
Team43,Team38,1.57,1.61,0.69,0.86,1
Team28,Team18,2.56,1.23,0.57,0.31,2
Team4,Team23,1.76,0.64,0.59,0.86,2
Team15,Team1,2.41,1.52,0.69,0.46,2
Team38,Team21,0.9,0.68,0.41,0.7,1
Team7,Team3,2.54,2.21,0.37,0.47,1
Team4,Team13,1.12,1.79,0.62,0.51,0
Team24,Team26,2.57,1.04,0.79,0.77,2
Team46,Team42,1.43,1.18,0.44,0.49,1
Team9,Team6,1.88,1.76,0.42,0.82,1
Team42,Team23,2.59,2.65,0.75,0.56,1
Team22,Team9,0.9,2.18,0.41,0.72,0
Team47,Team49,0.79,0.91,0.3,0.73,0
Team6,Team45,1.79,0.9,0.35,0.31,2
Team43,Team32,2.73,1.1,0.51,0.36,2
Team36,Team34,1.8,2.02,0.45,0.33,1
Team19,Team15,2.37,1.93,0.89,0.55,2
Team33,Team34,1.85,2.24,0.72,0.4,1
Team50,Team34,1.53,2.68,0.68,0.62,0
Team13,Team49,2.01,0.79,0.5,0.39,2
Team26,Team17,1.02,1.48,0.84,0.42,1
Team49,Team39,1.55,0.55,0.78,0.34,2
Team3,Team16,2.71,1.05,0.73,0.83,2
Team28,Team9,1.84,2.59,0.79,0.81,0
Team44,Team41,1.83,1.78,0.79,0.54,1
Team15,Team3,0.53,1.52,0.69,0.31,0
Team48,Team2,0.67,2.69,0.53,0.63,0
Team36,Team15,0.67,2.12,0.34,0.53,0
Team45,Team15,1.08,2.86,0.33,0.57,0
Team3,Team15,1.43,0.67,0.52,0.58,2
Team11,Team32,2.27,0.52,0.43,0.7,2
Team49,Team9,0.51,2.51,0.76,0.63,0
Team25,Team37,2.42,1.96,0.77,0.75,2
Team39,Team32,1.8,0.85,0.7,0.67,2
Team29,Team7,2.16,1.37,0.53,0.4,2
Team16,Team24,2.01,1.58,0.76,0.81,2
Team22,Team43,1.27,1.54,0.73,0.53,1
Team40,Team41,2.0,2.65,0.82,0.73,0
Team11,Team16,1.89,1.96,0.38,0.57,1
Team23,Team18,2.9,1.58,0.63,0.62,2
Team3,Team39,2.37,1.06,0.62,0.8,2
Team21,Team47,1.05,1.99,0.46,0.7,0
Team15,Team16,2.45,2.4,0.41,0.35,1
Team37,Team20,1.42,1.58,0.32,0.46,0
Team6,Team22,2.72,2.56,0.68,0.81,1
Team48,Team6,1.57,1.0,0.61,0.74,2
Team7,Team41,2.17,0.74,0.75,0.79,2
Team38,Team49,2.57,2.76,0.86,0.78,1
Team10,Team3,2.99,1.1,0.32,0.55,2
Team49,Team35,0.56,1.4,0.77,0.64,0
Team48,Team35,0.54,0.54,0.85,0.72,1
Team36,Team32,0.83,1.78,0.3,0.86,0
Team5,Team22,1.51,1.48,0.34,0.68,0
Team19,Team44,2.19,0.85,0.65,0.64,2
Team23,Team25,1.45,1.43,0.67,0.68,1
Team5,Team22,2.95,2.12,0.78,0.73,2
Team25,Team14,0.63,1.64,0.7,0.71,0
Team18,Team24,2.81,2.08,0.33,0.69,2
Team25,Team42,0.67,1.89,0.75,0.79,0
Team1,Team16,1.01,0.61,0.65,0.57,2
Team46,Team14,0.65,2.21,0.31,0.4,0
Team15,Team12,1.64,2.21,0.85,0.68,0
Team26,Team31,2.7,1.96,0.8,0.69,2
Team26,Team11,1.98,1.39,0.33,0.32,2
Team40,Team26,0.71,2.02,0.83,0.83,0
Team43,Team7,1.75,2.94,0.71,0.53,0
Team23,Team25,2.71,0.81,0.42,0.43,2
Team17,Team48,2.01,2.05,0.86,0.77,1
Team46,Team20,1.37,1.59,0.54,0.7,0
Team42,Team30,1.27,1.88,0.77,0.55,0
Team34,Team20,0.64,2.86,0.34,0.56,0
Team20,Team3,2.96,0.92,0.37,0.31,2
Team23,Team41,1.02,2.08,0.43,0.31,0
Team10,Team40,1.41,1.38,0.48,0.89,0
Team26,Team22,2.75,2.44,0.35,0.89,1
Team23,Team22,1.71,1.26,0.64,0.78,2
Team5,Team39,2.45,1.26,0.49,0.3,2
Team23,Team17,1.6,2.96,0.54,0.73,0
Team34,Team9,0.98,1.37,0.63,0.9,0
Team17,Team15,1.0,0.61,0.38,0.64,1
Team32,Team9,2.85,0.54,0.61,0.58,2
Team9,Team13,1.71,2.6,0.52,0.82,0
Team18,Team16,1.32,1.63,0.76,0.38,1
Team13,Team46,2.88,0.94,0.64,0.65,2
Team26,Team14,2.11,1.07,0.63,0.52,2
Team32,Team39,0.83,2.64,0.4,0.81,0
Team3,Team46,1.52,2.76,0.66,0.65,0
Team8,Team6,1.44,2.49,0.52,0.35,0
Team49,Team31,1.93,1.34,0.89,0.32,2
Team31,Team21,2.69,1.12,0.46,0.3,2
Team42,Team50,2.07,2.38,0.39,0.57,0
Team15,Team13,0.73,1.72,0.85,0.32,0
Team46,Team8,1.02,1.1,0.85,0.58,1
Team49,Team28,2.4,0.89,0.59,0.56,2
Team17,Team31,3.0,2.42,0.54,0.8,2
Team13,Team44,0.58,1.01,0.5,0.61,0
Team15,Team9,1.67,2.43,0.37,0.68,0
Team30,Team34,2.63,2.82,0.9,0.78,1
Team11,Team35,1.04,1.34,0.58,0.76,0
Team8,Team9,2.81,2.24,0.67,0.42,2
Team11,Team40,0.81,2.43,0.44,0.71,0
Team21,Team41,2.82,1.47,0.34,0.31,2
Team8,Team42,1.21,1.55,0.48,0.5,0
Team2,Team41,2.83,1.16,0.67,0.71,2
Team38,Team28,2.62,2.87,0.83,0.74,1
Team26,Team50,1.2,2.91,0.31,0.73,0
Team41,Team36,2.06,2.98,0.49,0.5,0
Team40,Team28,1.15,1.36,0.8,0.86,1
Team8,Team25,1.43,2.82,0.34,0.36,0
Team16,Team12,1.18,1.35,0.57,0.85,0
Team3,Team25,1.68,2.15,0.75,0.75,0
Team10,Team20,2.76,2.54,0.75,0.33,2
Team15,Team36,1.03,2.16,0.55,0.54,0
Team31,Team20,2.39,1.24,0.48,0.36,2
Team25,Team2,0.96,1.36,0.56,0.8,0
Team22,Team21,2.34,1.83,0.47,0.6,2
Team46,Team15,1.58,0.91,0.37,0.63,2
Team49,Team43,1.36,2.33,0.7,0.86,0
Team28,Team36,1.92,2.14,0.84,0.54,1
Team25,Team50,0.71,1.13,0.77,0.36,1
Team37,Team46,1.96,1.07,0.84,0.77,2
Team40,Team30,2.66,1.06,0.82,0.77,2
Team8,Team29,2.96,1.15,0.88,0.56,2
Team47,Team34,0.63,0.63,0.72,0.57,1
Team40,Team37,2.03,1.13,0.65,0.52,2
Team21,Team15,2.55,1.69,0.51,0.52,2
Team47,Team17,1.32,1.02,0.35,0.58,1
Team14,Team46,2.6,1.05,0.53,0.79,2
Team27,Team13,1.65,1.26,0.86,0.37,2
Team22,Team50,1.55,2.0,0.86,0.49,1
Team6,Team7,2.14,2.05,0.5,0.86,1
Team14,Team13,1.06,1.1,0.61,0.76,1
Team47,Team44,2.23,2.12,0.44,0.71,1
Team48,Team44,2.54,2.03,0.52,0.45,2
Team1,Team36,1.39,1.53,0.71,0.69,1
Team48,Team15,1.49,0.95,0.39,0.8,1
Team4,Team46,1.05,1.8,0.73,0.36,0
Team8,Team25,2.92,1.16,0.49,0.8,2
Team7,Team45,2.79,2.09,0.68,0.54,2
Team10,Team39,1.83,2.19,0.56,0.74,0
Team43,Team46,2.15,0.52,0.87,0.44,2
Team44,Team4,2.42,1.75,0.56,0.45,2
Team32,Team9,1.27,1.93,0.5,0.32,0
Team3,Team43,0.52,2.95,0.88,0.54,0
Team41,Team19,1.36,2.18,0.78,0.87,0
Team20,Team23,2.46,1.16,0.89,0.32,2
Team12,Team24,1.65,1.58,0.48,0.42,1
Team10,Team20,2.72,1.55,0.6,0.85,2
Team25,Team29,0.83,1.91,0.57,0.78,0
Team42,Team47,1.48,0.75,0.31,0.7,2
Team48,Team34,0.69,1.09,0.8,0.87,0
Team7,Team18,1.08,2.67,0.86,0.55,0
Team11,Team17,1.93,1.48,0.32,0.65,1
Team6,Team45,1.28,1.12,0.72,0.52,2
Team4,Team40,0.52,0.65,0.62,0.64,1
Team8,Team7,0.83,1.78,0.42,0.36,0
Team13,Team44,2.51,1.06,0.44,0.79,2
Team5,Team27,0.74,1.63,0.5,0.82,0
Team30,Team23,1.03,2.38,0.33,0.6,0
Team37,Team29,1.34,1.49,0.62,0.4,1
Team42,Team21,2.51,2.4,0.39,0.39,1
Team6,Team37,1.52,0.81,0.4,0.8,2
Team30,Team46,1.34,2.51,0.45,0.89,0
Team36,Team22,1.34,1.28,0.37,0.37,1
Team38,Team6,2.69,2.48,0.38,0.63,1
Team50,Team18,0.61,2.14,0.62,0.35,0
Team4,Team30,2.97,0.58,0.57,0.6,2
Team4,Team20,0.92,1.38,0.76,0.6,1
Team31,Team19,2.96,2.42,0.56,0.57,2
Team2,Team25,1.91,2.63,0.42,0.86,0
Team43,Team24,2.56,1.89,0.77,0.31,2
Team50,Team12,0.6,2.72,0.9,0.48,0
Team28,Team43,2.48,2.01,0.61,0.34,2
Team11,Team41,0.73,2.91,0.38,0.39,0
Team27,Team50,2.86,2.41,0.3,0.3,2
Team20,Team39,0.86,0.55,0.58,0.87,1
Team33,Team13,2.15,2.13,0.45,0.69,1
Team45,Team22,0.81,2.25,0.37,0.9,0
Team32,Team26,1.99,1.53,0.38,0.32,2
Team10,Team33,2.52,2.61,0.59,0.77,1
Team36,Team24,1.73,2.08,0.78,0.54,1
Team15,Team12,1.98,0.91,0.31,0.52,2
Team46,Team14,2.6,0.82,0.78,0.82,2
Team22,Team6,2.29,1.23,0.62,0.72,2
Team36,Team25,1.27,2.59,0.67,0.65,0
Team23,Team33,2.39,0.7,0.85,0.5,2
Team14,Team40,0.54,2.32,0.49,0.7,0
Team14,Team7,0.82,2.53,0.85,0.58,0
Team44,Team34,1.3,2.74,0.69,0.47,0
Team14,Team16,2.73,0.53,0.49,0.63,2
Team46,Team23,2.54,2.74,0.79,0.84,1
Team29,Team6,2.53,1.46,0.7,0.89,2
Team27,Team25,1.47,1.7,0.38,0.35,1
Team39,Team48,2.94,1.51,0.35,0.34,2
Team20,Team47,1.66,1.3,0.59,0.49,2
Team2,Team30,2.65,1.98,0.72,0.52,2
Team35,Team5,1.95,2.23,0.72,0.75,0
Team4,Team20,2.33,2.05,0.41,0.32,2
Team22,Team29,1.61,2.04,0.81,0.42,1
Team8,Team43,1.81,1.21,0.48,0.47,2
Team9,Team21,2.13,2.58,0.89,0.58,1
Team14,Team11,2.09,2.55,0.32,0.6,0
Team6,Team47,2.0,2.13,0.39,0.89,0
Team8,Team48,1.41,2.1,0.58,0.41,0
Team26,Team39,1.89,1.4,0.85,0.31,2
Team24,Team16,0.64,2.42,0.72,0.5,0
Team4,Team12,2.83,2.19,0.48,0.52,2
Team41,Team23,2.48,1.29,0.65,0.51,2
Team25,Team30,1.35,1.76,0.4,0.69,0
Team17,Team3,1.63,1.39,0.54,0.37,2
Team25,Team39,1.47,2.15,0.57,0.69,0
Team38,Team23,1.54,2.33,0.38,0.42,0
Team10,Team11,1.16,1.81,0.37,0.82,0
Team33,Team1,0.91,2.19,0.32,0.67,0
Team26,Team4,1.88,1.99,0.82,0.65,1
Team24,Team19,1.24,1.82,0.71,0.66,0
Team18,Team29,1.24,0.86,0.39,0.56,1
Team4,Team38,0.7,2.85,0.75,0.65,0
Team4,Team31,0.7,1.69,0.68,0.8,0
Team18,Team27,1.19,2.85,0.37,0.83,0
Team23,Team27,0.94,2.31,0.32,0.54,0
Team37,Team18,1.95,2.84,0.7,0.59,0
Team37,Team12,2.88,0.56,0.89,0.35,2
Team29,Team34,1.92,1.38,0.67,0.31,2
Team44,Team18,2.0,2.76,0.53,0.43,0
Team33,Team45,0.62,2.55,0.8,0.65,0
Team49,Team34,2.5,1.89,0.8,0.68,2
Team25,Team21,1.54,2.89,0.62,0.66,0
Team28,Team50,1.93,0.96,0.34,0.66,2
Team42,Team32,2.59,1.86,0.52,0.68,2
Team47,Team3,0.96,1.01,0.53,0.33,1
Team47,Team38,1.78,1.71,0.53,0.8,1
Team20,Team48,1.76,0.66,0.34,0.64,2
Team13,Team3,2.7,1.89,0.88,0.33,2
Team15,Team7,0.61,0.96,0.62,0.69,0
Team1,Team11,2.86,2.61,0.48,0.35,2
Team12,Team26,0.82,0.81,0.61,0.45,1
Team23,Team44,2.23,2.32,0.33,0.86,0
Team43,Team14,1.21,2.18,0.4,0.33,0
Team27,Team33,1.72,1.54,0.31,0.5,1
Team46,Team34,0.6,2.92,0.63,0.88,0
Team39,Team30,1.73,0.92,0.33,0.67,2
Team18,Team2,1.97,0.78,0.5,0.77,2
Team13,Team48,1.37,2.46,0.9,0.44,0
Team46,Team14,2.58,1.06,0.54,0.55,2
Team22,Team24,0.54,0.99,0.79,0.46,1
Team33,Team19,1.8,0.67,0.41,0.87,2
Team35,Team34,2.13,1.65,0.71,0.67,2
Team22,Team16,2.08,2.42,0.9,0.31,1
Team22,Team21,1.59,0.82,0.55,0.51,2
Team23,Team44,2.25,1.97,0.86,0.51,2
Team15,Team34,2.14,1.0,0.49,0.43,2
Team24,Team48,0.56,1.39,0.77,0.64,0
Team6,Team28,2.24,1.92,0.78,0.74,2
Team48,Team45,1.72,0.83,0.46,0.55,2
Team17,Team29,1.78,1.22,0.3,0.6,1
Team38,Team6,0.56,1.96,0.86,0.4,0
Team35,Team33,0.73,2.06,0.63,0.54,0
Team45,Team35,2.74,0.99,0.31,0.82,2
Team43,Team34,2.73,1.99,0.79,0.56,2
Team16,Team9,1.93,0.95,0.46,0.42,2
Team18,Team35,1.59,1.99,0.65,0.34,1
Team41,Team49,0.94,2.31,0.76,0.73,0
Team18,Team25,1.5,2.53,0.31,0.69,0
Team9,Team46,2.5,2.83,0.31,0.39,0
Team5,Team6,1.91,2.16,0.71,0.86,0
Team42,Team46,2.3,1.22,0.83,0.33,2
Team46,Team9,0.84,0.5,0.84,0.31,2
Team36,Team13,2.19,1.1,0.75,0.76,2
Team2,Team24,2.05,2.51,0.35,0.53,0
Team26,Team5,2.41,2.23,0.88,0.54,2
Team17,Team46,2.18,2.32,0.65,0.42,1
Team6,Team3,1.28,1.57,0.69,0.75,0
Team19,Team23,1.51,1.17,0.42,0.77,1
Team24,Team42,1.43,2.38,0.84,0.81,0
Team49,Team19,2.89,1.44,0.5,0.34,2
Team47,Team40,2.53,0.71,0.66,0.59,2
Team17,Team46,2.65,2.64,0.76,0.39,2
Team24,Team18,2.86,2.21,0.5,0.6,2
Team24,Team11,1.78,0.8,0.49,0.78,2
Team38,Team14,1.61,0.71,0.71,0.44,2
Team8,Team21,1.22,2.46,0.78,0.89,0
Team29,Team8,2.19,1.13,0.82,0.4,2
Team40,Team7,2.29,1.69,0.81,0.53,2
Team41,Team11,2.19,2.09,0.54,0.65,1
Team17,Team36,2.48,2.95,0.86,0.86,0
Team35,Team14,2.18,2.24,0.52,0.83,0
Team24,Team23,2.03,1.27,0.5,0.34,2
Team27,Team15,2.66,1.08,0.72,0.68,2
Team13,Team42,0.83,2.94,0.65,0.9,0
Team49,Team13,2.94,1.42,0.51,0.51,2
Team34,Team18,1.6,2.7,0.6,0.6,0
Team38,Team14,2.96,1.12,0.34,0.7,2
Team30,Team29,1.67,1.53,0.79,0.84,1
Team50,Team49,0.84,1.19,0.33,0.86,0
Team39,Team34,2.37,1.28,0.81,0.46,2
Team16,Team42,1.93,1.7,0.82,0.36,2
Team43,Team36,1.78,1.2,0.79,0.75,2
Team46,Team33,2.31,2.82,0.56,0.37,0
Team4,Team19,0.68,2.36,0.73,0.44,0
Team36,Team6,0.77,1.08,0.75,0.46,1
Team49,Team13,0.7,1.63,0.74,0.71,0
Team42,Team17,2.65,2.67,0.31,0.77,0
Team4,Team3,2.52,1.3,0.64,0.47,2
Team1,Team5,2.98,2.64,0.36,0.72,1
Team14,Team9,0.52,1.51,0.44,0.79,0
Team20,Team25,0.67,2.98,0.87,0.38,0
Team47,Team7,0.97,1.89,0.47,0.55,0
Team30,Team29,2.69,2.76,0.6,0.5,1
Team34,Team1,2.88,0.65,0.48,0.48,2
Team14,Team24,0.91,2.46,0.37,0.68,0
Team19,Team45,0.55,2.4,0.33,0.82,0
Team6,Team38,0.93,1.69,0.74,0.38,0
Team40,Team26,1.78,2.42,0.86,0.85,0
Team23,Team7,1.0,1.21,0.47,0.53,1
Team4,Team15,1.86,0.9,0.71,0.4,2
Team17,Team38,2.57,2.14,0.55,0.7,1
Team47,Team6,2.48,1.05,0.41,0.87,2
Team13,Team7,1.15,2.92,0.74,0.72,0
Team27,Team5,0.85,2.41,0.37,0.89,0
Team16,Team14,1.7,2.42,0.68,0.68,0
Team33,Team42,1.83,2.36,0.8,0.72,0
Team43,Team7,2.55,1.9,0.7,0.86,2
Team10,Team7,2.56,2.22,0.63,0.45,2
Team33,Team10,2.92,2.14,0.64,0.86,2
Team16,Team42,1.82,2.4,0.73,0.42,1
Team50,Team2,1.45,1.79,0.55,0.42,1
Team22,Team27,1.29,0.64,0.67,0.44,2
Team38,Team42,0.7,0.87,0.48,0.35,1
Team37,Team2,1.49,1.11,0.79,0.51,2
Team17,Team49,1.95,2.29,0.44,0.57,0
Team29,Team24,0.7,2.69,0.74,0.48,0
Team45,Team18,1.0,2.73,0.37,0.3,0
Team20,Team48,2.7,0.62,0.45,0.58,2
Team37,Team19,0.72,1.72,0.71,0.46,0
Team49,Team18,2.57,0.98,0.85,0.63,2
Team44,Team33,1.58,1.28,0.74,0.78,1
Team26,Team36,2.96,2.48,0.66,0.5,2
Team36,Team16,0.6,2.36,0.57,0.31,0
Team16,Team17,1.63,2.37,0.51,0.68,0
Team16,Team7,2.37,1.86,0.42,0.48,2
Team26,Team46,1.45,0.77,0.62,0.54,2
Team2,Team15,2.51,1.25,0.88,0.62,2
Team14,Team25,2.2,2.17,0.61,0.56,1
Team40,Team2,0.56,1.39,0.5,0.53,0
Team48,Team2,0.88,2.32,0.66,0.74,0
Team2,Team37,1.55,1.27,0.86,0.61,2
Team13,Team37,0.8,1.32,0.79,0.66,0
Team40,Team7,1.89,1.96,0.42,0.81,0
Team37,Team49,1.39,2.2,0.46,0.8,0
Team5,Team24,2.47,0.8,0.38,0.47,2
Team26,Team21,2.37,2.59,0.72,0.86,0
Team35,Team14,1.16,2.24,0.42,0.36,0
Team34,Team42,2.55,0.75,0.78,0.79,2
Team1,Team13,0.64,0.94,0.72,0.73,0
Team4,Team19,2.32,2.81,0.76,0.66,0
Team8,Team12,2.06,2.01,0.59,0.62,1
Team11,Team37,0.99,2.51,0.41,0.35,0
Team12,Team15,2.64,2.37,0.78,0.38,2
Team30,Team40,2.73,1.47,0.47,0.73,2
Team38,Team45,1.29,2.63,0.32,0.33,0
Team50,Team38,1.71,0.71,0.88,0.61,2
Team21,Team40,1.71,1.57,0.34,0.36,1
Team32,Team12,1.1,0.99,0.6,0.76,1
Team32,Team43,1.94,0.8,0.32,0.33,2
Team23,Team30,2.3,1.87,0.87,0.45,2
Team47,Team33,1.48,2.04,0.82,0.51,1
Team18,Team47,1.38,2.04,0.83,0.44,1
Team23,Team50,2.92,2.93,0.82,0.66,1
Team40,Team25,1.21,2.08,0.57,0.59,0
Team23,Team16,1.3,2.81,0.33,0.59,0
Team48,Team5,0.91,0.66,0.49,0.43,2
Team40,Team12,2.77,2.36,0.62,0.82,1
Team12,Team2,0.53,1.49,0.81,0.51,0
Team23,Team41,2.37,2.51,0.4,0.62,0
Team11,Team10,2.3,1.18,0.49,0.81,2
Team7,Team41,1.51,1.25,0.68,0.39,2
Team6,Team1,1.02,2.24,0.87,0.9,0
Team21,Team49,1.13,1.61,0.81,0.42,1
Team16,Team31,2.42,1.56,0.64,0.31,2
Team25,Team45,1.61,2.54,0.83,0.35,0
Team12,Team5,2.78,1.47,0.8,0.38,2
Team46,Team34,2.38,2.85,0.71,0.52,1
Team42,Team38,1.19,1.33,0.72,0.76,1
Team10,Team44,2.49,2.35,0.34,0.53,1
Team10,Team13,2.89,2.8,0.33,0.5,1
Team23,Team12,1.1,2.07,0.68,0.81,0
Team43,Team35,1.86,2.13,0.46,0.66,0
Team29,Team42,0.83,1.11,0.48,0.85,0
Team5,Team35,1.69,0.92,0.51,0.54,2
Team27,Team24,1.96,2.71,0.39,0.66,0
Team38,Team23,1.55,2.25,0.55,0.6,0
Team2,Team50,2.23,2.15,0.32,0.52,1
Team40,Team49,1.55,1.75,0.85,0.73,1
Team16,Team48,2.29,1.61,0.86,0.48,2
Team30,Team37,2.39,2.22,0.82,0.9,1
Team49,Team12,1.87,1.54,0.83,0.42,2
Team23,Team20,0.64,2.93,0.61,0.47,0
Team50,Team37,2.64,1.26,0.42,0.38,2
Team36,Team20,2.45,1.68,0.44,0.4,2
Team4,Team35,2.55,0.52,0.57,0.5,2
Team39,Team5,1.63,1.14,0.51,0.72,1
Team21,Team8,0.81,2.9,0.68,0.76,0
Team49,Team9,0.62,0.55,0.41,0.55,1
Team40,Team38,1.64,1.23,0.64,0.37,2
Team33,Team29,2.48,2.97,0.45,0.61,0
Team1,Team8,1.34,2.04,0.86,0.88,0
Team23,Team20,1.87,2.73,0.46,0.58,0
Team47,Team6,2.88,2.56,0.73,0.65,2
Team42,Team21,1.48,1.62,0.74,0.51,1
Team45,Team20,1.29,0.72,0.48,0.88,1
Team23,Team6,1.34,1.93,0.85,0.3,1
Team2,Team20,2.87,0.73,0.4,0.88,2
Team20,Team9,0.54,1.14,0.57,0.72,0
Team17,Team5,2.99,1.22,0.62,0.62,2
Team36,Team41,0.92,2.94,0.81,0.6,0
Team24,Team30,1.07,1.86,0.72,0.61,0
Team19,Team12,0.83,2.63,0.79,0.31,0
Team1,Team16,0.57,1.1,0.32,0.5,0
Team35,Team22,2.49,1.34,0.72,0.41,2
Team45,Team1,1.09,0.86,0.41,0.41,1
Team22,Team18,2.61,0.7,0.72,0.69,2
Team49,Team29,1.11,1.63,0.86,0.7,0
Team36,Team18,0.83,1.16,0.65,0.73,0
Team8,Team36,1.88,1.78,0.71,0.8,1
Team25,Team29,1.3,1.82,0.71,0.46,1
Team20,Team39,0.77,2.55,0.38,0.75,0
Team31,Team12,2.87,2.28,0.3,0.76,1
Team39,Team18,2.45,1.81,0.68,0.77,2
Team7,Team42,2.29,2.02,0.35,0.71,1
Team6,Team39,2.97,1.2,0.54,0.71,2
Team6,Team38,1.65,1.04,0.38,0.87,1
Team3,Team13,1.71,1.05,0.45,0.83,1
Team10,Team40,2.29,1.18,0.76,0.73,2
Team9,Team28,1.77,0.85,0.82,0.82,2
Team35,Team3,1.61,1.26,0.73,0.52,2
Team44,Team25,2.44,2.65,0.81,0.52,1
Team17,Team37,1.28,0.65,0.72,0.31,2
Team2,Team29,2.23,2.42,0.48,0.79,0
Team35,Team12,2.32,2.23,0.89,0.44,2
Team45,Team12,1.83,1.64,0.54,0.56,1
Team45,Team35,1.69,1.33,0.65,0.83,1
Team10,Team43,2.29,1.61,0.32,0.57,2
Team45,Team2,2.82,0.81,0.69,0.33,2
Team16,Team26,1.88,1.24,0.57,0.4,2
Team23,Team28,2.05,1.25,0.84,0.68,2
Team15,Team50,2.59,1.94,0.69,0.58,2
Team47,Team5,0.59,2.1,0.35,0.56,0
Team31,Team10,1.16,1.58,0.9,0.43,1
Team16,Team39,0.86,2.69,0.62,0.58,0
Team5,Team29,2.67,2.57,0.68,0.35,2
Team45,Team27,1.05,1.61,0.84,0.38,1
Team5,Team24,2.55,2.92,0.57,0.6,0
Team19,Team9,2.83,2.65,0.4,0.56,1
Team3,Team30,2.83,0.56,0.72,0.74,2
Team21,Team40,2.94,2.94,0.34,0.79,0
Team18,Team1,1.79,1.85,0.45,0.76,0
Team43,Team38,1.97,1.03,0.36,0.34,2
Team10,Team5,2.65,1.66,0.77,0.87,2
Team50,Team12,1.49,2.83,0.5,0.85,0
Team3,Team11,2.15,2.54,0.75,0.72,0
Team44,Team26,1.29,0.81,0.69,0.32,2
Team37,Team3,2.67,2.73,0.57,0.58,1
Team21,Team2,2.18,2.55,0.45,0.55,0
Team46,Team25,2.69,1.11,0.63,0.42,2
Team21,Team8,2.78,2.55,0.76,0.33,2
Team46,Team31,2.08,1.82,0.65,0.71,1
Team10,Team30,2.32,2.67,0.41,0.54,0
Team7,Team24,1.49,0.81,0.62,0.37,2
Team31,Team14,3.0,1.85,0.47,0.9,2
Team13,Team27,1.6,1.15,0.8,0.73,2
Team29,Team5,2.73,2.22,0.47,0.72,1
Team2,Team26,2.4,2.05,0.35,0.61,1
Team25,Team3,2.01,1.31,0.77,0.34,2
Team18,Team24,2.52,2.18,0.6,0.87,1
Team20,Team1,0.55,1.58,0.32,0.87,0
Team41,Team48,2.47,2.44,0.43,0.67,1
